filename/tiff,derivative filename/jpeg,identifier/filename,title,description,isFormatOf/OrigItemNo.,date,subject/topic,subject/location,spatial/location/latitude/longitude (degrees),extent/size,tablecontents/boxes/folders,medium/format/type,source/RG#/MS#,isPartOf/Collection,creator/photographer,contributor/collector,rights,publisher/repository,language,rosetta collection
421202-01401.tif,421202-01401.jpg,421202-01401,Cornhusker band member playing oboe,"Original caption: ""Oboe, Film Strip Negs."" A seated man wearing a University of Nebraska band uniform plays an oboe. Notes: 78 negatives in this envelope.",56-40801A,"1956, June 1",Bands (Music); Woodwind instruments; Oboe; Uniforms,,,12 x 17 cm,,negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01774.tif,421202-01774.jpg,421202-01774,Band/Marching Band,"Original Item #631321; ""Photo Services"" recorded by Thom421202-00on, Band Leader with Band Members. Miscellaneous."" ",63-1321,"1962, November 30",,,,10 x 12 cm,,negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01809.tif,421202-01809.jpg,421202-01809,Don Lentz in office,"Original Item #58-2; ""Public Relations, Donald Lentz in Office for Band Day, Hirsch""",58-2,"1958, October 1",,,,10 x 12 cm,,negative ,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01810.tif,421202-01810.jpg,421202-01810,Don Lentz with 6 girls holding flutes,"Original Item #66-1699; ""Public Relations, Don Lentz & 6 Girls Holding Flutes, Fleming""",66-1699,"1966, September 27",,,,9 x 12 cm,,negative ,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01855.tif,421202-01855.jpg,421202-01855,Jack Snider,"Original Caption ""Public Relations. Snider, Jack/wish. Band Uniform and hat. Hirsch",62-1614,"1962, October 29",,,,6 x 6 cm,,negative ,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01856.tif,421202-01856.jpg,421202-01856,Jack Snider,"Original Caption ""Mr. Snider seated at desk in Music Hall. Sherman",63-0841,"1963, February 21",,,,6 x 6 cm,,negative ,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01857.tif,421202-01857.jpg,421202-01857,Jack Snider,"Original Caption ""Band. Band on field in USA formation with Glee Club in foreground. Snider""",67-1921,"1967, November 11",,,,9 x 12 cm,,negative ,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01859.tif,421202-01859.jpg,421202-01859,Jack Snider,"Original Caption ""C.71. Fine Arts. Jack Snider. Inf. at desk. Dern.""",67-0721,"1966, September 27",,,,9 x 12 cm,,negative ,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01860.tif,421202-01860.jpg,421202-01860,Jack Snider,"Original Caption ""CH. Fine Arts. Jack Snider seated at piano. Baker""",66-0646,"1966, February 15",,,,11 x 12 cm,,negative ,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01861.tif,421202-01861.jpg,421202-01861,Jack Snider,"Original Caption ""Public Relations. Faculty. Brass Quartet. Fleming. L to r 1 Dennis Schneider. 2 Dale Joy. 3 Jack Snider. 4 Vernon Forbes.""",64-0198,"1964, February 21",,,,8 x 13 cm,,negative ,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01959.tif,421202-01959.jpg,421202-01959,Marching Band,Army 348th CTD Band at Coliseum,18870,"1943, Dec 27",,,,9 x 12 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01960.tif,421202-01960.jpg,421202-01960,Marching Band,Army 348th CTD Band at Coliseum,18870,"1943, Dec 27",,,,12 x 17 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01964.tif,421202-01964.jpg,421202-01964,ROTC Inspection,ROTC cadets and marching band,20840,"1947, May 08",,,,19 x 25 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01965.tif,421202-01965.jpg,421202-01965,ROTC Inspection,"ROTC marching band performing, while cadets lined up in formation watch",20840,"1947, May 08",,,,19 x 25 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01966.tif,421202-01966.jpg,421202-01966,ROTC Inspection,Officers lined up with the Chancellor,20840,"1947, May 08",,,,9 x 12 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01967.tif,421202-01967.jpg,421202-01967,ROTC Inspection,Cadets marching on field west of NU Coliseum,20840,"1947, May 08",,,,9 x 12 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01968.tif,421202-01968.jpg,421202-01968,ROTC Inspection,Cadets lined up in front of NU Coliseum with American flag ,20840,"1947, May 08",,,,9 x 12 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01969.tif,421202-01969.jpg,421202-01969,ROTC Inspection,Officers and cadets lined up before the ROTC marching band performs,20840,"1947, May 08",,,,9 x 12 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-01994.tif,421202-01994.jpg,421202-01994,Cadet Battalion,"University Cadet Battalion, 1894",22370,"1948, Nov 17",,,,9 x 12 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-02026.tif,421202-02026.jpg,421202-02026,Band,"""Jack Snider, Marching Band""",81690,"1981, Aug 19",,,,9 x 12 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-02225.tif,421202-02225.jpg,421202-02225,Band marching on football field,"""Band during halftime show homecoming""",58-00069,"1958,November 1",,,,10 x 12 cm,,negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-02226.tif,421202-02226.jpg,421202-02226,Band marching on football field,"""Band during halftime show homecoming""",58-00069,"1958,November 1",,,,10 x 12 cm,,negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-02227.tif,421202-02227.jpg,421202-02227,Band marching on football field,"""Band during halftime show homecoming""",58-00069,"1958,November 1",,,,10 x 12 cm,,negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-02782.tif,421202-02782.jpg,421202-02782,Chancellor,"Original caption: ""Chan. Perlman with band members for holiday card""",40530,"2004, November 11",,,,,,negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-03303.tif,421202-03303.jpg,421202-03303,[no title],"Original Caption: ""Nebraska Union. Annual compete."" Students in uniform and formation, some with band instruments, stand outside Memorial Stadium",86-596,1932,Bands; Military,Lincoln (Neb.),,9 x 12 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-04591.tif,421202-04591.jpg,421202-04591,ROTC Inspection,Groupings of ROTC members in military uniform march and stand in formation across a field.,20840,"1947, May 8",ROTC; Inspection,University of Nebraska-Lincoln,,5.39 x 5.47 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-04592.tif,421202-04592.jpg,421202-04592,ROTC Inspection,A marching band is led across a field.,20840,"1947, May 8",Marching Band; ROTC; Inspection,University of Nebraska-Lincoln,,5.45 x 5.49 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-04601.tif,421202-04601.jpg,421202-04601,ROTC Inspection,Various groupings of ROTC members march in formation across a field.,20840,"1947, May 8",ROTC; Inspection,University of Nebraska-Lincoln,,9.28 x 11.89 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-05574.tif,421202-05574.jpg,421202-05574,Band Leaders,"Original caption: ""Temple Building Band Leaders 3 students""",55-39922,"1955, September 26",Band Leaders; Temple Building,University of Nebraska-Lincoln,,11.99 x 9.31 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-05579.tif,421202-05579.jpg,421202-05579,Band Drummers,"Original caption: ""Band Drummers at Temple Building""",49-22674,"1949, February 18",Drummers; Band; Temple Building,University of Nebraska-Lincoln,,11.89 x 9.01 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-06138.tif,421202-06138.jpg,421202-06138,Selleck Serving Line,A woman props a serving tray against a flat part of a serving line area.,85-850,"1985, September 11",Serving Line; Selleck; Cafeteria; Selleck Dining Room,University of Nebraska-Lincoln,,5.43 x 5.47 cm,,black/white negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421202-pp6173.tif,421202-pp6173.jpg,421202-pp6173,[no title],"""Band Member Playing Trumpet""",86 1003,,,,,,,color negative,RG 42-12-02,"University Photos, University Communications Records","University Communications, Photo Services Department","University Communications, Photo Services Department","To inquire about usage, please contact Archives and Special Collections, University of Nebraska-Lincoln Libraries. These images are provided for educational use only. Not all images are available for publication.","Archives & Special Collections, University of Nebraska-Lincoln Libraries",Eng,rg/rg42/rg42-12-02_univ-comm
421203-00019.tif,421203-00019.jpg,421203-00019,Cadet regiment,"Original caption: ""Cadet Regiment."" Birds-eye view of cadets in formation with grandstands in the background",63,"1919, May",Military cadets; Campuses; Grandstands,"University of Nebraska-Lincoln (Lincoln, Neb.)",,17.53 x 12.34 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00020.tif,421203-00020.jpg,421203-00020,Cadet regiment,"Original caption: ""Cadet Regiment Drill."" Birds-eye view of cadets marching and standing in formation with grandstands in the background",65,"1919, May",Military cadets; Campuses; Grandstands,"University of Nebraska-Lincoln (Lincoln, Neb.)",,17.53 x 12.34 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00095.tif,421203-00095.jpg,421203-00095,Military Ball,"Original caption: ""Military Ball. 444-447 go together."" Men in military uniforms and women in evening gowns stand in rows filling the floor of a large gymnasium, facing a seated band and conductor. The men and women appear to be paired off in male-female couples. Attendees fill balcony seating surrounding the floor.",1004,"1933, December 8",Military; Balls (Parties); Bands (Music),"University of Nebraska-Lincoln (Lincoln, Neb.)",,17.22 x 17.23 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00096.tif,421203-00096.jpg,421203-00096,Pershing Day,"Original caption: ""Pershing day."" Officers with sabers march across the street with the Coliseum and spectators in the background.",1025,undated,"Military; Pershing, John J. (John Joseph), 1860-1948","University of Nebraska-Lincoln (Lincoln, Neb.)",,12.16 x 17.41 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00097.tif,421203-00097.jpg,421203-00097,Pershing Day,"Original caption: ""Pershing day."" Officers stand in the background, where two flags are held aloft. The Coliseum's façade fills the background beyond the officers. In the foreground, Pershing gestures with an outstretched arm.",1025,undated,"Military; Pershing, John J. (John Joseph), 1860-1949","University of Nebraska-Lincoln (Lincoln, Neb.)",,12.16 x 17.41 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00098.tif,421203-00098.jpg,421203-00098,Pershing Day,"Original caption: ""Pershing day."" Officers stand in the background, where two flags are held aloft. The Coliseum's façade fills the background beyond the officers. In the foreground, Pershing stands, holding a pair of gloves.",1025,undated,"Military; Pershing, John J. (John Joseph), 1860-1950","University of Nebraska-Lincoln (Lincoln, Neb.)",,12.16 x 17.41 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00099.tif,421203-00099.jpg,421203-00099,Pershing Day,"Original caption: ""Pershing day."" The Coliseum's façade fills the background. In front of it, officers stand in formation. Pershing stands alone in the foreground. ",1025,undated,"Military; Pershing, John J. (John Joseph), 1860-1951","University of Nebraska-Lincoln (Lincoln, Neb.)",,12.22 x 17.29 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00100.tif,421203-00100.jpg,421203-00100,Pershing Day,"Original caption: ""Pershing day."" Officers stand in the background, where two flags are held aloft. The Coliseum's façade fills the background beyond the officers. In the foreground, Pershing stands, holding a pair of gloves, and the officer standing beside him appears to be speaking.",1025,undated,"Military; Pershing, John J. (John Joseph), 1860-1952","University of Nebraska-Lincoln (Lincoln, Neb.)",,12.22 x 17.66 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00101.tif,421203-00101.jpg,421203-00101,Pershing Day,"Original caption: ""Pershing day."" Profile view of Pershing and officers facing cadets.",1025,undated,"Military; Pershing, John J. (John Joseph), 1860-1953","University of Nebraska-Lincoln (Lincoln, Neb.)",,12.10 x 17.35 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00102.tif,421203-00102.jpg,421203-00102,Pershing Day,"Original caption: ""Pershing day."" Pershing and men in conversation with the Coliseum in the background.",1025,undated,"Military; Pershing, John J. (John Joseph), 1860-1954","University of Nebraska-Lincoln (Lincoln, Neb.)",,12.28 x 17.54 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00103.tif,421203-00103.jpg,421203-00103,Pershing Day,"Original caption: ""Pershing day."" Distant view of men in uniform facing Pershing.",1025,undated,"Military; Pershing, John J. (John Joseph), 1860-1955","University of Nebraska-Lincoln (Lincoln, Neb.)",,12.16 x 17.41 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00104.tif,421203-00104.jpg,421203-00104,Pershing Day,"Original caption: ""Pershing day."" Officers gather in background. Pershing in center of image, is shown in profile.",1025,undated,"Military; Pershing, John J. (John Joseph), 1860-1956","University of Nebraska-Lincoln (Lincoln, Neb.)",,12.16 x 17.41 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00105.tif,421203-00105.jpg,421203-00105,Pershing Day,"Original caption: ""Pershing day."" Parading down a street with houses in the background, the University's marching band plays for Pershing Day.",1025,undated,Military; Bands (Music),"University of Nebraska-Lincoln (Lincoln, Neb.)",,12.16 x 17.41 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-00149.tif,421203-00149.jpg,421203-00149,Commencement procession to St. Pauls,"Original caption: ""1919 Commencement procession to St. Pauls Methodist Church for Major-General Wood's baccelaureate address."" Man in military uniform on horseback in foreground, with military band in the center of image, and procession in the background.",62,1919,Street scenes; Campuses; Ceremonies; Graduations; Processions; Commencement; Horses; Bands (music),Lincoln (Neb.),,20 x 24 cm,,glass plate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-02430.tif,421203-02430.jpg,421203-02430,Nebraska vs. Notre Dame band performance,Band photo from 1924 Nebraska vs. Notre Dame football game. Marching band with stadium in the background.,PC2430,"1924, November 15",Athletics; Football; Nebraska; Notre Dame,South Bend (Indiana); Notre Dame University,,12.5 x 17.5 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-02431.tif,421203-02431.jpg,421203-02431,Nebraska vs. Notre Dame band performance,Band photo from 1924 Nebraska vs. Notre Dame football game. Marching band with goalpost and stadium in the background.,PC2431,"1924, November 15",Athletics; Football; Nebraska; Notre Dame,South Bend (Indiana); Notre Dame University,,12.5 x 17.5 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-02646.tif,421203-02646.jpg,421203-02646,"Memorial Stadium, east side","Memorial Stadium filled with fans while the band is marching onto the field. Original caption: ""Nebraska - Notre Dame game. November 26, 1925. 1315 east stand.""",PC2646,"1925, November 26",Memorial Stadium; Football; Bands (Music),University of Nebraska- Lincoln,,20 x 25 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
421203-02719.tif,421203-02719.jpg,421203-02719,Military drill teams,"Original caption: ""Military Science Department, drill teams."" Military units and band stand in formation all across an open athletic field. In the background are fenced tennis courts, campus buildings, and neighborhood homes. Spectators stand on the field's edge in the foreground, watching the drill, and numerous cars are parked at the road's edge.",PC2719,"1925, May 30",Military; Bands (Music); Campuses,"University of Nebraska-Lincoln (Lincoln, Neb.)",,20 x 25 cm,,black/white nitrate negative,RG 42-12-03,University Photo Collection,,,"To inquire about usage, please contact Archives & Special Collections, University of Nebraska-Lincoln Libraries. These images are for educational use only. Not all images are available for publication. ","Archives & Special Collections, University of Nebraska-Lincoln Libraries",,rg/rg42/rg42-12-03-univ-photo
